@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
1030,'2018/01/18 19:43:12:018',3,0.069317,0.392801,0.090483,0.037659,0.010828,0.068456,0.360958,0.031764,0.015375,0.007635,0.012519,0.028335,0.162203,0.00992,0.002795,0.002162,0.001556,0.000973,0.000858,0.000918,0.000516,0.000497,0.000285,0.000176,0.000086,?
1031,'2018/01/18 19:43:12:030',3,0.152709,0.356008,0.067584,0.030788,0.015882,0.076573,0.394308,0.033575,0.023698,0.008642,0.009914,0.030001,0.149447,0.010348,0.002584,0.002469,0.001422,0.000805,0.001008,0.00098,0.000596,0.000523,0.000297,0.000188,0.000087,?
1032,'2018/01/18 19:43:12:041',3,0.109805,0.382834,0.106222,0.047612,0.013031,0.066084,0.404986,0.036663,0.027268,0.008179,0.009466,0.02677,0.130815,0.009484,0.00202,0.002671,0.001594,0.000713,0.0009,0.000721,0.000527,0.000534,0.000274,0.000181,0.000082,?
1033,'2018/01/18 19:43:12:053',3,0.085971,0.232103,0.07425,0.053787,0.015755,0.075326,0.409505,0.041306,0.017716,0.008503,0.007865,0.024698,0.115423,0.00868,0.002594,0.001977,0.001736,0.001201,0.000899,0.000677,0.000551,0.000444,0.000274,0.000168,0.000084,?
1034,'2018/01/18 19:43:12:065',3,0.110754,0.397426,0.080513,0.058148,0.014733,0.0738,0.371304,0.023408,0.011501,0.009522,0.007933,0.021674,0.109117,0.008038,0.002939,0.002467,0.001422,0.001218,0.000935,0.000699,0.000523,0.000393,0.000285,0.00017,0.000086,?
1035,'2018/01/18 19:43:12:076',3,0.112761,0.220419,0.088308,0.065373,0.022303,0.080446,0.331169,0.01464,0.014369,0.008401,0.008042,0.021879,0.100327,0.008696,0.00235,0.002477,0.001435,0.001075,0.000851,0.000629,0.000545,0.000403,0.000282,0.000179,0.00008,?
1036,'2018/01/18 19:43:12:088',3,0.114275,0.141103,0.070975,0.042331,0.011326,0.07073,0.274081,0.012772,0.01337,0.012193,0.007938,0.024001,0.092992,0.010723,0.003325,0.001871,0.001637,0.001126,0.00082,0.000618,0.000532,0.00044,0.000256,0.000162,0.000097,?
1037,'2018/01/18 19:43:12:100',3,0.070283,0.169084,0.054373,0.038461,0.014769,0.059426,0.220713,0.010885,0.012983,0.014455,0.009187,0.021637,0.085848,0.008972,0.005359,0.002424,0.001544,0.001072,0.000969,0.000706,0.000569,0.000385,0.000241,0.000168,0.000103,?
1038,'2018/01/18 19:43:12:111',3,0.085987,0.227359,0.070633,0.050431,0.024597,0.060246,0.203141,0.008183,0.010326,0.012747,0.010284,0.020471,0.076494,0.008893,0.004049,0.002047,0.001266,0.001197,0.001077,0.000731,0.000538,0.000412,0.000262,0.000186,0.000086,?
1039,'2018/01/18 19:43:12:123',3,0.132183,0.165167,0.114034,0.032802,0.020927,0.053282,0.182982,0.014844,0.010791,0.010185,0.007805,0.021201,0.069559,0.006368,0.003124,0.002284,0.001461,0.000899,0.001055,0.000688,0.000579,0.000379,0.00028,0.00017,0.000092,?
1040,'2018/01/18 19:43:12:137',3,0.138245,0.256288,0.054297,0.024281,0.016786,0.039302,0.172078,0.010163,0.010129,0.010975,0.010536,0.021065,0.067531,0.006646,0.004137,0.001755,0.001841,0.000886,0.000852,0.000675,0.000614,0.000341,0.000265,0.000174,0.000087,?
1041,'2018/01/18 19:43:12:146',3,0.117699,0.330535,0.0766,0.034425,0.013374,0.047372,0.171208,0.00735,0.010234,0.011361,0.009484,0.02133,0.064639,0.007124,0.003887,0.001404,0.00144,0.000942,0.000745,0.000543,0.000494,0.000358,0.000258,0.000175,0.000078,?
1042,'2018/01/18 19:43:12:158',3,0.048941,0.388053,0.094557,0.040466,0.012397,0.051898,0.182471,0.011465,0.009369,0.013176,0.011076,0.020938,0.058758,0.005951,0.003367,0.001905,0.001251,0.000921,0.000666,0.000492,0.000524,0.00037,0.000237,0.000169,0.000077,?
1043,'2018/01/18 19:43:12:169',3,0.112599,0.33771,0.09724,0.03264,0.015192,0.05077,0.18222,0.014922,0.007396,0.013887,0.006577,0.020856,0.053284,0.005742,0.002359,0.002176,0.001465,0.000736,0.000691,0.000512,0.000491,0.000381,0.000249,0.000144,0.000068,?
1044,'2018/01/18 19:43:12:181',3,0.167788,0.267291,0.054274,0.024581,0.016739,0.057607,0.196877,0.02625,0.00671,0.009748,0.006685,0.018656,0.048293,0.00536,0.003075,0.00167,0.001866,0.00084,0.000811,0.000572,0.000536,0.000363,0.00025,0.000132,0.000073,?
1045,'2018/01/18 19:43:12:192',3,0.133829,0.141272,0.072994,0.028107,0.015586,0.057743,0.187864,0.025285,0.013076,0.005402,0.00658,0.019257,0.039212,0.004492,0.003265,0.001707,0.001358,0.000929,0.000833,0.000523,0.000431,0.000383,0.000249,0.000158,0.000077,?
1046,'2018/01/18 19:43:12:204',3,0.07752,0.10784,0.06834,0.033325,0.010579,0.053188,0.180017,0.015977,0.016128,0.007101,0.006521,0.018469,0.032569,0.004799,0.003233,0.002096,0.001329,0.001187,0.00235,0.000675,0.000607,0.000434,0.000261,0.000178,0.000084,?
1047,'2018/01/18 19:43:12:219',3,0.053618,0.169454,0.041136,0.029928,0.007089,0.054731,0.186299,0.010942,0.011663,0.005947,0.007066,0.019785,0.034178,0.004768,0.002654,0.001954,0.001928,0.001266,0.002797,0.000943,0.000663,0.0004,0.000253,0.000171,0.000082,?
1048,'2018/01/18 19:43:12:228',3,0.118422,0.234947,0.062089,0.016834,0.012529,0.052264,0.186221,0.01189,0.011976,0.005167,0.00569,0.015911,0.032418,0.005148,0.002331,0.001858,0.001545,0.000951,0.001072,0.000644,0.000583,0.000383,0.00028,0.000182,0.000074,?
1049,'2018/01/18 19:43:12:239',3,0.064723,0.1076,0.08544,0.017262,0.014685,0.04545,0.175411,0.011778,0.013931,0.005657,0.005801,0.014729,0.032073,0.006009,0.007239,0.0048,0.003537,0.017806,0.020408,0.004448,0.005993,0.005695,0.01565,0.015579,0.007928,?
1050,'2018/01/18 19:43:12:253',3,0.057453,0.11504,0.047188,0.028051,0.019242,0.040842,0.144234,0.010802,0.014375,0.015883,0.011977,0.019245,0.033202,0.009423,0.039474,0.023514,0.023135,0.101209,0.120836,0.02395,0.037261,0.034011,0.08752,0.085122,0.043725,?
1051,'2018/01/18 19:43:12:270',3,0.034333,0.173903,0.109746,0.045819,0.017733,0.040727,0.138677,0.00718,0.009668,0.011682,0.008781,0.018715,0.033366,0.007448,0.027118,0.015339,0.019585,0.064773,0.080106,0.015273,0.027164,0.02346,0.0549,0.052443,0.027427,?
1052,'2018/01/18 19:43:12:274',3,0.075624,0.247594,0.112081,0.043649,0.030252,0.040578,0.122933,0.005636,0.006538,0.008806,0.01067,0.015838,0.033585,0.005755,0.005105,0.00358,0.002787,0.00637,0.006086,0.003199,0.004167,0.004465,0.003856,0.004003,0.00189,?
1053,'2018/01/18 19:43:12:285',3,0.054171,0.269695,0.104021,0.019095,0.021547,0.046161,0.115349,0.006237,0.00517,0.009496,0.005657,0.015652,0.029536,0.005462,0.00303,0.002005,0.001437,0.004256,0.004041,0.002245,0.00302,0.002602,0.00221,0.00229,0.001196,?
1054,'2018/01/18 19:43:12:297',3,0.08037,0.194874,0.107975,0.029274,0.016262,0.049206,0.109447,0.004882,0.008389,0.006701,0.007762,0.017642,0.029137,0.003867,0.002392,0.001837,0.001285,0.003373,0.004289,0.001512,0.002092,0.001861,0.001632,0.001684,0.001078,?
1055,'2018/01/18 19:43:12:309',3,0.022724,0.102998,0.083222,0.018625,0.017929,0.05319,0.105728,0.00821,0.008417,0.005819,0.00777,0.016964,0.029734,0.005453,0.00266,0.0018,0.001278,0.003196,0.003409,0.000854,0.001065,0.001471,0.001576,0.001347,0.000841,?
1056,'2018/01/18 19:43:12:320',3,0.03893,0.080573,0.06754,0.018553,0.016952,0.052458,0.105761,0.009354,0.010171,0.007812,0.007386,0.014363,0.028242,0.006335,0.002747,0.001493,0.001072,0.002526,0.002671,0.000785,0.000663,0.000801,0.001319,0.000905,0.000536,?
1057,'2018/01/18 19:43:12:337',3,0.112013,0.135097,0.0914,0.027409,0.015982,0.044818,0.104147,0.008537,0.012837,0.006444,0.009771,0.016686,0.027706,0.005311,0.019651,0.017921,0.017663,0.036006,0.040131,0.026832,0.022325,0.015542,0.031622,0.041225,0.026323,?
1058,'2018/01/18 19:43:12:343',3,0.186293,0.262063,0.108663,0.069818,0.024706,0.037152,0.091213,0.007559,0.016906,0.0165,0.026467,0.0173,0.024524,0.008454,0.067052,0.075168,0.069136,0.125591,0.170007,0.095124,0.094602,0.060644,0.115655,0.138431,0.089046,?
1059,'2018/01/18 19:43:12:355',3,0.118711,0.303772,0.104617,0.055737,0.032165,0.037906,0.099654,0.009502,0.012581,0.015636,0.021602,0.016647,0.022496,0.007978,0.040233,0.06064,0.0659,0.08372,0.131109,0.050156,0.066861,0.042948,0.059314,0.05711,0.036873,?
1060,'2018/01/18 19:43:12:368',3,0.091762,0.262978,0.090557,0.027015,0.018739,0.040911,0.090985,0.002987,0.007255,0.006571,0.009318,0.015779,0.023048,0.00715,0.013619,0.017981,0.022672,0.022174,0.031894,0.010909,0.020399,0.012217,0.010844,0.006623,0.004811,?
1061,'2018/01/18 19:43:12:388',3,0.127353,0.212144,0.077468,0.058012,0.016107,0.038651,0.091668,0.004101,0.004856,0.008028,0.007773,0.013007,0.024291,0.00536,0.008927,0.008738,0.005491,0.006322,0.006947,0.006261,0.00672,0.005208,0.004533,0.003904,0.002633,?
1062,'2018/01/18 19:43:12:390',3,0.112971,0.406556,0.080859,0.044788,0.029971,0.034178,0.092145,0.006826,0.009528,0.008178,0.008506,0.011674,0.025731,0.00464,0.004813,0.004993,0.005708,0.006786,0.007961,0.005545,0.006039,0.005025,0.003426,0.003028,0.001796,?
1063,'2018/01/18 19:43:12:404',3,0.125032,0.341103,0.144078,0.030957,0.034664,0.024168,0.080586,0.005932,0.007441,0.003956,0.008491,0.014966,0.022032,0.003612,0.003365,0.002961,0.003112,0.004317,0.005859,0.004226,0.004045,0.003761,0.002827,0.002597,0.001335,?
1064,'2018/01/18 19:43:12:420',3,0.051724,0.190239,0.090721,0.042689,0.035373,0.031285,0.078801,0.005494,0.009462,0.003746,0.006451,0.013009,0.022664,0.003331,0.002805,0.001935,0.001432,0.004342,0.006349,0.002396,0.003268,0.002105,0.002277,0.00165,0.001019,?
1065,'2018/01/18 19:43:12:425',3,0.059844,0.145551,0.041958,0.027297,0.022467,0.035488,0.076287,0.006956,0.010299,0.006419,0.006073,0.013604,0.022525,0.003546,0.003075,0.001371,0.001436,0.003272,0.003866,0.001132,0.001583,0.001169,0.001454,0.001066,0.000676,?
1066,'2018/01/18 19:43:12:438',3,0.106584,0.186479,0.07022,0.036768,0.026187,0.03893,0.085528,0.007509,0.004852,0.008195,0.008624,0.011864,0.025393,0.004849,0.003154,0.001494,0.001205,0.002043,0.002656,0.000921,0.000838,0.000545,0.000739,0.000609,0.000418,?
1067,'2018/01/18 19:43:12:451',3,0.079779,0.156691,0.063551,0.033781,0.031784,0.040619,0.101367,0.005263,0.004002,0.010879,0.009718,0.012898,0.022756,0.003428,0.002379,0.001885,0.001284,0.001542,0.001693,0.000906,0.000595,0.000457,0.000418,0.000305,0.000233,?
1068,'2018/01/18 19:43:12:459',3,0.110264,0.064164,0.057786,0.027188,0.025975,0.035382,0.104607,0.006011,0.007445,0.009508,0.007538,0.011802,0.017131,0.002928,0.003172,0.001546,0.001338,0.001008,0.00137,0.000853,0.000542,0.000412,0.000273,0.000204,0.000127,?
1069,'2018/01/18 19:43:12:471',3,0.078265,0.177765,0.05892,0.023459,0.029026,0.03155,0.110313,0.004272,0.009928,0.007072,0.006194,0.009322,0.015614,0.003831,0.003255,0.001803,0.001469,0.001014,0.001325,0.000885,0.000739,0.000406,0.000296,0.000181,0.000126,?
1070,'2018/01/18 19:43:12:485',3,0.083756,0.324152,0.062406,0.043381,0.025563,0.03062,0.103748,0.008015,0.008029,0.006179,0.004611,0.008622,0.015716,0.003495,0.002798,0.00212,0.00155,0.00098,0.001024,0.000768,0.000679,0.000428,0.000295,0.000195,0.000122,?
1071,'2018/01/18 19:43:12:494',3,0.113965,0.24156,0.077165,0.061194,0.021864,0.024687,0.094246,0.007549,0.005946,0.006613,0.005098,0.010261,0.017125,0.003559,0.001845,0.002005,0.001406,0.000917,0.001023,0.00066,0.000691,0.00036,0.00032,0.000176,0.000091,?
1072,'2018/01/18 19:43:12:506',3,0.128011,0.233844,0.082616,0.035764,0.023658,0.025443,0.091807,0.008268,0.007119,0.008288,0.005422,0.009349,0.014424,0.003705,0.001534,0.002329,0.001165,0.000973,0.001091,0.000567,0.000734,0.000375,0.00031,0.000165,0.000088,?
1073,'2018/01/18 19:43:12:518',3,0.051575,0.374549,0.091316,0.01881,0.029054,0.025204,0.085156,0.006349,0.010285,0.009328,0.007184,0.010935,0.015863,0.004768,0.001756,0.002367,0.000941,0.001099,0.000959,0.000747,0.000609,0.000412,0.000272,0.000156,0.000081,?
1074,'2018/01/18 19:43:12:538',3,0.043047,0.422758,0.071282,0.019025,0.033062,0.024364,0.071463,0.006305,0.009814,0.007884,0.005467,0.013134,0.015185,0.004856,0.002267,0.002623,0.001679,0.001041,0.000833,0.000883,0.000563,0.000482,0.000341,0.000166,0.000078,?
1075,'2018/01/18 19:43:12:541',3,0.03973,0.249785,0.074879,0.028241,0.023881,0.024408,0.060483,0.008036,0.007876,0.008359,0.006733,0.008098,0.012297,0.006881,0.002926,0.005251,0.002228,0.001142,0.00148,0.001075,0.001105,0.00062,0.000449,0.00019,0.00009,?
1076,'2018/01/18 19:43:12:552',3,0.064158,0.204893,0.047355,0.020992,0.02315,0.027901,0.053984,0.012284,0.007356,0.010986,0.007887,0.006791,0.011649,0.005829,0.015121,0.024946,0.011141,0.002202,0.003416,0.005432,0.003542,0.001324,0.00152,0.000301,0.000141,?
1077,'2018/01/18 19:43:12:569',3,0.135698,0.196552,0.07621,0.026907,0.024554,0.024479,0.054134,0.008058,0.006823,0.012342,0.007925,0.011759,0.011522,0.007047,0.025871,0.048781,0.022318,0.005544,0.012998,0.013354,0.011015,0.005733,0.004798,0.000707,0.000296,?
1078,'2018/01/18 19:43:12:576',3,0.127533,0.197981,0.088266,0.079266,0.020432,0.021538,0.046663,0.008072,0.005861,0.018775,0.011467,0.015326,0.012892,0.009112,0.017258,0.048205,0.026624,0.008762,0.021404,0.015489,0.018625,0.011144,0.006564,0.001394,0.000437,?
1079,'2018/01/18 19:43:12:587',3,0.087337,0.353842,0.137519,0.075059,0.020055,0.020284,0.037344,0.008826,0.006284,0.016532,0.010065,0.014446,0.017932,0.007486,0.018798,0.039385,0.03144,0.011833,0.017202,0.014691,0.019286,0.010561,0.006819,0.00157,0.000604,?
1080,'2018/01/18 19:43:12:604',3,0.084581,0.247331,0.129602,0.044514,0.022376,0.021118,0.033806,0.004128,0.007555,0.014091,0.005708,0.015037,0.022626,0.006679,0.023361,0.045314,0.033868,0.012079,0.017087,0.018027,0.024652,0.011533,0.008265,0.00215,0.000937,?
1081,'2018/01/18 19:43:12:611',3,0.098069,0.334472,0.128521,0.055326,0.018105,0.012634,0.026402,0.008451,0.01243,0.012991,0.009689,0.012656,0.024531,0.008768,0.021506,0.084615,0.040796,0.011964,0.017614,0.013563,0.020188,0.013241,0.008366,0.002658,0.00102,?
1082,'2018/01/18 19:43:12:622',3,0.140432,0.267617,0.053724,0.054064,0.021834,0.014636,0.024939,0.010224,0.01073,0.011176,0.008321,0.014016,0.018897,0.0084,0.031485,0.068314,0.04532,0.011834,0.020133,0.017597,0.023012,0.011826,0.009604,0.003146,0.001253,?
1083,'2018/01/18 19:43:12:637',3,0.106408,0.199208,0.064871,0.05076,0.017404,0.015468,0.025608,0.012735,0.013789,0.007761,0.013253,0.014592,0.019094,0.008169,0.038342,0.067908,0.059379,0.016487,0.02176,0.018496,0.016033,0.010664,0.01205,0.003923,0.001622,?
1084,'2018/01/18 19:43:12:653',3,0.081592,0.252295,0.078212,0.05577,0.013255,0.015787,0.020598,0.013092,0.012805,0.009037,0.013367,0.012129,0.020223,0.008911,0.041804,0.086453,0.057112,0.016909,0.021501,0.015108,0.010217,0.008072,0.008447,0.002693,0.001483,?
1085,'2018/01/18 19:43:12:657',3,0.087494,0.258985,0.137858,0.062686,0.009142,0.011882,0.021639,0.007051,0.008844,0.009393,0.010923,0.00919,0.017972,0.006042,0.026834,0.090908,0.050817,0.019242,0.019057,0.011573,0.00846,0.007672,0.006184,0.00212,0.001389,?
1086,'2018/01/18 19:43:12:671',3,0.053454,0.20656,0.076479,0.01811,0.012028,0.011841,0.025178,0.007817,0.008814,0.007015,0.006435,0.009511,0.013792,0.005803,0.019888,0.056542,0.037638,0.018461,0.014024,0.009485,0.012429,0.007526,0.006238,0.001665,0.001005,?
1087,'2018/01/18 19:43:12:687',3,0.100726,0.143493,0.074657,0.042855,0.015092,0.012878,0.027519,0.012788,0.009272,0.009338,0.010272,0.008075,0.007834,0.004211,0.012328,0.04142,0.027391,0.012195,0.012554,0.008573,0.012796,0.007709,0.004349,0.000834,0.000624,?
1088,'2018/01/18 19:43:12:692',3,0.129817,0.249985,0.039237,0.059683,0.018813,0.010942,0.024898,0.010237,0.010603,0.00961,0.009535,0.005924,0.012055,0.005838,0.016895,0.031446,0.027258,0.008522,0.010093,0.006734,0.009906,0.006186,0.003003,0.000638,0.000406,?
1089,'2018/01/18 19:43:12:705',3,0.148859,0.160865,0.081261,0.051824,0.01777,0.0099,0.021894,0.012132,0.007777,0.011497,0.007721,0.004336,0.013294,0.007659,0.012334,0.021584,0.027898,0.006158,0.008446,0.004541,0.00776,0.004964,0.002614,0.000525,0.000402,?
1090,'2018/01/18 19:43:12:718',3,0.118954,0.172276,0.064518,0.022777,0.020544,0.007461,0.019749,0.006836,0.01033,0.009013,0.00724,0.008418,0.013144,0.006018,0.007975,0.021965,0.019069,0.005646,0.006963,0.002497,0.004995,0.004605,0.001926,0.000414,0.000311,?
1091,'2018/01/18 19:43:12:727',3,0.04099,0.127421,0.037232,0.048091,0.011937,0.013361,0.017805,0.006453,0.009217,0.008469,0.007177,0.009096,0.011496,0.006283,0.013367,0.017674,0.017371,0.005055,0.003599,0.001871,0.003206,0.002578,0.001138,0.000335,0.000204,?
1092,'2018/01/18 19:43:12:738',3,0.133015,0.172277,0.066882,0.057257,0.016231,0.01195,0.019407,0.008475,0.010299,0.005388,0.005662,0.009189,0.010762,0.007994,0.010346,0.014112,0.014251,0.003188,0.002895,0.001402,0.001769,0.001585,0.000736,0.000285,0.000161,?
1093,'2018/01/18 19:43:12:752',3,0.160951,0.182503,0.079375,0.048122,0.022872,0.010755,0.013477,0.007171,0.009746,0.008042,0.005537,0.009009,0.012376,0.006292,0.010255,0.009961,0.009243,0.00353,0.003102,0.001403,0.001447,0.000976,0.000516,0.000232,0.000125,?
1094,'2018/01/18 19:43:12:762',3,0.109835,0.14398,0.046463,0.031671,0.010617,0.003868,0.015327,0.009734,0.008347,0.007395,0.006799,0.007926,0.008791,0.007368,0.013511,0.008266,0.007097,0.002472,0.002538,0.001598,0.001234,0.00086,0.000484,0.00022,0.000101,?
1095,'2018/01/18 19:43:12:773',3,0.170046,0.249579,0.105606,0.041569,0.008908,0.004081,0.018505,0.010072,0.009937,0.007822,0.008263,0.009114,0.007072,0.005245,0.006095,0.005564,0.00609,0.0033,0.002386,0.001866,0.0013,0.000744,0.000793,0.000229,0.000098,?
1096,'2018/01/18 19:43:12:785',3,0.204936,0.386449,0.079168,0.053108,0.011442,0.012136,0.016517,0.0091,0.011343,0.010302,0.011387,0.007479,0.014041,0.006323,0.006229,0.010721,0.015356,0.00348,0.004189,0.002208,0.001655,0.000962,0.000878,0.000279,0.000158,?
1097,'2018/01/18 19:43:12:802',3,0.116478,0.224807,0.074147,0.028149,0.013214,0.009427,0.015941,0.010399,0.008468,0.009085,0.008812,0.010657,0.014419,0.008219,0.006704,0.021827,0.016942,0.002582,0.005074,0.003843,0.002,0.001313,0.000809,0.000283,0.000154,?
1098,'2018/01/18 19:43:12:809',3,0.099211,0.127171,0.049178,0.022771,0.013404,0.006099,0.016817,0.011728,0.009649,0.012163,0.005945,0.009351,0.012532,0.006835,0.007873,0.016382,0.012326,0.002131,0.003025,0.00404,0.001929,0.001268,0.000671,0.000282,0.00014,?
1099,'2018/01/18 19:43:12:819',3,0.134321,0.200011,0.057097,0.037947,0.011875,0.005504,0.015014,0.012072,0.005652,0.007353,0.008799,0.01229,0.009024,0.007917,0.012727,0.00861,0.00821,0.002643,0.003325,0.003098,0.001581,0.00093,0.000501,0.000268,0.000119,?
1100,'2018/01/18 19:43:12:837',3,0.313489,0.595655,0.070495,0.042785,0.018343,0.004643,0.016309,0.010266,0.007946,0.011864,0.010264,0.00885,0.008538,0.005662,0.014245,0.004471,0.006574,0.002611,0.002498,0.00219,0.000919,0.000734,0.000411,0.000249,0.000117,?
1101,'2018/01/18 19:43:12:843',3,0.237066,0.479219,0.06285,0.048474,0.019473,0.008178,0.014207,0.008184,0.009034,0.011722,0.008485,0.00791,0.01034,0.00552,0.014653,0.003056,0.002626,0.001783,0.001656,0.0012,0.00073,0.000617,0.000366,0.000206,0.000089,?
1102,'2018/01/18 19:43:12:854',3,0.060738,0.283167,0.063818,0.04965,0.010057,0.006676,0.010347,0.011901,0.010411,0.009192,0.004532,0.008275,0.010564,0.007087,0.01094,0.001932,0.001683,0.001292,0.001607,0.000909,0.000761,0.000474,0.000384,0.000188,0.000087,?
1103,'2018/01/18 19:43:12:870',3,0.157257,0.368354,0.103167,0.038747,0.009682,0.007947,0.013262,0.011372,0.010386,0.009348,0.006749,0.008307,0.008494,0.007681,0.010796,0.003056,0.001701,0.001504,0.001607,0.000857,0.000712,0.000438,0.000305,0.00019,0.000093,?
1104,'2018/01/18 19:43:12:886',3,0.304163,0.562365,0.083724,0.044643,0.013446,0.010876,0.012466,0.007698,0.011571,0.006104,0.006364,0.008441,0.004726,0.004197,0.009149,0.002855,0.001677,0.001491,0.001124,0.000954,0.000666,0.00048,0.000327,0.00019,0.00008,?
1105,'2018/01/18 19:43:12:889',3,0.226583,0.392968,0.119275,0.046567,0.01324,0.0116,0.006819,0.006364,0.009762,0.005449,0.009086,0.012002,0.007502,0.004886,0.006549,0.003386,0.002836,0.001726,0.001717,0.001057,0.00108,0.000684,0.00047,0.000206,0.000091,?
1106,'2018/01/18 19:43:12:903',3,0.135863,0.453296,0.090682,0.028272,0.011895,0.005853,0.006944,0.009191,0.015251,0.011124,0.014339,0.011217,0.017413,0.00815,0.006122,0.014225,0.011002,0.003294,0.003494,0.002821,0.00435,0.002912,0.001514,0.000408,0.000191,?
1107,'2018/01/18 19:43:12:919',3,0.154093,0.31172,0.112409,0.037509,0.013374,0.005163,0.011618,0.006856,0.010698,0.009707,0.010028,0.011671,0.024343,0.009017,0.006713,0.022858,0.022147,0.00782,0.00827,0.006547,0.011902,0.008223,0.0036,0.001091,0.000458,?
1108,'2018/01/18 19:43:12:924',3,0.10729,0.272938,0.087343,0.018242,0.015837,0.005966,0.008687,0.012046,0.010324,0.010603,0.010383,0.00974,0.015422,0.010117,0.007534,0.025334,0.018592,0.015005,0.010058,0.010324,0.013928,0.006153,0.005569,0.001517,0.000527,?
1109,'2018/01/18 19:43:12:936',3,0.141262,0.364784,0.128213,0.031973,0.008527,0.004222,0.00414,0.015338,0.01214,0.015219,0.006624,0.01211,0.014058,0.005585,0.010649,0.024339,0.022438,0.010249,0.01227,0.00764,0.011335,0.004228,0.004523,0.001115,0.000501,?
1110,'2018/01/18 19:43:12:953',3,0.105687,0.329137,0.088251,0.054448,0.009175,0.008414,0.005567,0.010019,0.01166,0.008123,0.006145,0.005868,0.011044,0.00505,0.006316,0.01241,0.015033,0.006098,0.007779,0.004094,0.007194,0.004243,0.003686,0.000565,0.000346,?
1111,'2018/01/18 19:43:12:959',3,0.097939,0.444017,0.14252,0.045522,0.011584,0.01098,0.00591,0.006447,0.00866,0.009039,0.006659,0.005229,0.005316,0.004659,0.003496,0.009377,0.00606,0.003962,0.003416,0.002047,0.003191,0.001912,0.00155,0.000278,0.000171,?
1112,'2018/01/18 19:43:12:970',3,0.176177,0.313694,0.122468,0.036444,0.015786,0.00646,0.007172,0.007811,0.004576,0.008135,0.008535,0.00646,0.004535,0.004266,0.003412,0.004057,0.00328,0.004112,0.004864,0.002381,0.001798,0.001386,0.000862,0.000962,0.000487,?
1113,'2018/01/18 19:43:12:982',3,0.189342,0.232231,0.141326,0.023663,0.020512,0.006758,0.009817,0.012934,0.010382,0.010704,0.014241,0.011525,0.008394,0.00431,0.014721,0.02264,0.016435,0.076206,0.081747,0.022927,0.018743,0.036715,0.025632,0.045867,0.022949,?
